@relation creditcard_3000_for_smote-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute Time numeric
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute Amount numeric
@attribute Class {0,1}

@data
127103,0.928727,-2.833172,-1.121032,0.18722,-1.507516,0.171821,-0.062901,-0.09406,-0.042062,0.522834,0.048661,1.141943,0.413463,-0.230282,-1.893867,-1.501179,-0.003219,0.867986,0.053292,0.610312,-0.540305,-2.175346,-0.003369,-0.35972,-0.890818,0.046095,-0.127118,0.046506,603.62,0
156301,-0.371496,0.47393,1.653805,-0.568464,-0.129376,-0.354261,0.300239,0.048056,0.321698,-0.827349,-1.131672,0.045828,0.166111,-0.365775,-0.03283,0.204357,-0.502287,0.056937,-0.409975,-0.084389,0.257923,0.884203,-0.203388,0.050447,-0.399319,0.537117,0.128965,0.159302,11.5,0
115437,2.040951,-1.123275,-0.854993,-0.566047,-0.726891,0.086765,-0.878142,0.035336,0.110567,0.791028,-1.803929,-0.549694,-0.131373,-0.112035,0.546159,-0.806746,-0.494462,1.217992,-0.520911,-0.443334,-0.64496,-1.515724,0.413766,-0.04028,-0.689168,0.239193,-0.037311,-0.028417,79.5,0
117600,-0.331796,0.488194,-0.204863,-2.541905,0.027477,-0.860478,0.342437,0.328636,1.012958,-1.863732,-1.409715,-0.112825,-0.963243,0.606294,0.639582,-0.478487,-0.139594,0.204995,0.786863,-0.250077,0.069199,0.141518,-0.155618,0.479658,0.148773,-0.263004,-0.093627,-0.037845,13.22,0
158577,1.931517,-0.037964,-0.231054,0.679748,-0.725544,-1.439247,0.048571,-0.334809,0.768202,-0.221875,0.249484,1.675692,1.242573,-0.093016,-0.038298,-0.461446,-0.089967,-1.193968,-0.09897,-0.170275,-0.390028,-0.93323,0.566944,0.893215,-0.530813,-0.905417,0.022719,-0.022912,12.99,0
1559,-1.708542,-0.422822,1.427453,3.068665,2.093445,-0.833451,0.073657,0.083761,-2.183455,0.871855,0.945142,0.337487,0.459931,0.709142,0.346241,-0.173022,-0.177942,0.510172,1.372946,0.812507,0.270275,0.115894,0.087083,0.028402,0.561525,0.351977,-0.0427,0.101103,83.48,0
127175,-0.685897,0.261428,0.959966,-0.634404,0.60617,-0.135151,0.714565,0.140055,-0.367204,-0.627661,0.538774,0.246631,-0.757831,0.358672,-0.73714,0.299618,-0.722065,0.393867,0.03918,0.085137,0.136695,0.159614,0.023238,0.75955,-0.16237,0.154562,0.041533,0.141181,70.9,0
129308,0.054682,1.8565,-4.075451,4.100098,-0.800931,-0.292502,-2.317431,1.189747,-0.786238,-3.906746,2.993489,-3.613125,-1.727297,-7.364639,-0.343296,-2.577635,-0.515302,1.109107,2.351151,0.509559,0.618248,0.800932,0.130016,0.288946,-0.366658,0.030307,0.431182,0.110698,80.9,1
137319,-0.447968,1.023192,-0.15177,-0.644605,1.4295,-0.192209,1.323116,-0.786932,0.571115,0.766429,0.973673,-0.269144,-0.855233,-1.473595,-0.408988,0.117552,-0.105718,0.410423,0.74466,0.107414,-0.376781,-0.677284,0.01787,0.233364,-0.688208,0.031141,-0.997517,-0.554232,1.29,0
121857,1.925253,-0.426667,-0.290481,1.180046,-0.443722,0.274742,-0.747527,0.144477,1.341517,0.149813,-2.02856,-0.300816,-0.284785,-0.152623,0.787519,0.901392,-1.111127,0.681353,-0.285462,-0.175175,0.000275,0.061258,0.123125,-1.063268,-0.235977,-0.694456,0.065744,-0.025037,45,0
133515,2.036276,-0.083624,-1.073281,0.428148,-0.150983,-1.211591,0.210269,-0.345599,0.521829,0.063739,-0.713205,0.503704,0.180667,0.255889,0.028308,-0.111492,-0.291056,-0.884053,0.137769,-0.190407,-0.279354,-0.694927,0.328297,0.050159,-0.300499,0.193587,-0.072457,-0.0573,14.99,0
84520,-1.981109,1.639362,0.75554,0.091323,-0.764452,-0.854164,-0.01663,0.727646,-0.483994,-0.192925,0.195241,0.97275,0.877772,0.493693,0.957477,-0.073381,0.332136,-1.037402,-0.569641,-0.096146,-0.076221,-0.365109,0.247511,0.608284,-0.229297,0.038472,-0.229133,0.019745,8.99,0
93879,-13.086519,7.352148,-18.256576,10.648505,-11.731476,-3.659167,-14.873658,8.810473,-5.418204,-13.202577,6.357227,-15.531611,0.659695,-11.41233,-2.447576,-9.833743,-18.174617,-7.269905,0.623797,-1.376298,2.761157,-0.266162,-0.412861,0.519952,-0.743909,-0.167808,-2.4983,-0.711066,30.31,1
158787,2.044539,0.592057,-2.396737,0.752778,0.610099,-1.683219,0.372673,-0.391674,0.483734,-1.212968,0.21544,-0.137039,0.170052,-2.569187,1.102755,0.724577,1.79007,1.181977,-0.744979,-0.146107,0.100816,0.510755,-0.051723,-0.293221,0.258521,-0.093751,0.024398,0.006961,1,0
161104,-1.102416,0.174193,-0.656259,-0.204375,1.462132,-1.262375,1.048909,-0.519836,0.655611,-0.170743,-1.334495,-1.596875,-1.724782,-0.855666,1.073827,0.222338,0.140822,1.109,0.288407,-0.541511,0.023285,0.941223,0.32268,-0.757844,-0.254106,-0.114045,0.157008,-0.06131,11.94,0
83519,-0.396896,0.962034,1.236159,-0.34033,0.371793,-0.104259,0.572077,0.144237,-0.56986,-0.136335,0.527713,0.265655,-0.097631,0.326674,0.228689,0.644804,-0.933691,0.435788,0.616271,0.122159,-0.232966,-0.649861,-0.134846,-0.521373,-0.120321,0.105679,0.259247,0.101998,2.69,0
80359,-3.739711,3.625429,-1.612043,0.837216,-2.324727,-1.020304,-1.909078,2.951848,-1.158284,-0.145418,0.361718,1.591603,-0.034229,2.486639,0.133738,0.568444,0.788669,0.768681,0.499692,-0.317633,0.429156,0.463939,0.276871,0.520161,0.020039,-0.354649,-0.557034,-0.055692,1.29,0
148062,1.70772,-2.368731,-1.11238,-1.349823,-1.536832,-0.230769,-0.904866,-0.179281,-1.097567,1.394523,-1.072795,-0.728575,0.712648,-0.526023,0.048058,-0.404546,0.428919,0.037318,-0.329176,0.212078,0.031766,-0.079589,0.020089,0.601651,-0.367561,-0.231908,-0.030952,0.013469,316,0
67571,-0.758469,-0.04541,-0.168438,-1.313275,-1.901763,0.739433,3.071892,-0.483422,0.618203,-1.76906,-0.651414,-0.005423,-0.517194,0.21747,0.883559,-1.173978,0.243347,-0.342301,0.687056,-0.0325,0.042619,0.397224,0.072229,-0.242276,0.560916,-0.540955,0.150606,-0.11714,549.06,1
151916,-5.488032,3.329561,-5.996296,3.60172,-2.023926,-1.737393,-4.396859,0.228394,-1.675884,-3.991785,3.737038,-6.150187,0.288738,-8.760695,2.344651,-5.145638,-6.293479,-2.137187,2.995245,-0.551121,1.719631,0.343209,0.133584,0.83334,-0.839776,0.50201,-1.937473,1.521218,0.01,1
109839,1.349359,-1.362425,-1.457515,0.682548,1.470329,4.372409,-1.093504,1.014351,2.271834,-0.344688,0.730332,-2.087095,1.725263,1.464205,0.355709,0.502188,-0.119659,0.470288,-1.093475,0.3888,0.080984,-0.131477,0.068753,0.612485,-0.431277,-0.801695,0.01599,0.018389,300.05,0
59725,1.139596,-0.223037,0.864204,1.532395,-0.356859,1.057418,-0.592799,0.371327,1.401251,-0.39713,-1.960299,0.382823,-0.729026,-0.671659,-1.576592,-0.874257,0.504909,-1.00656,0.494516,-0.222871,-0.477993,-0.922207,-0.011722,-0.788459,0.517043,-0.454987,0.086466,0.018691,9.89,0
25231,-16.598665,10.541751,-19.818982,6.017295,-13.025901,-4.128779,-14.118865,11.161144,-4.099551,-9.222826,6.329365,-8.952191,-0.138364,-9.825054,0.057224,-7.541687,-14.259599,-5.035052,1.432268,1.53492,1.725853,-1.151606,-0.680052,0.108176,1.066878,-0.23372,1.707521,0.511423,99.99,1
37167,-7.923891,-5.19836,-3.000024,4.420666,2.272194,-3.394483,-5.283435,0.131619,0.658176,-0.794994,3.266066,-2.719185,-0.124104,-5.274866,0.638575,-2.99583,-4.698433,-1.711871,3.025261,-2.169811,-0.734308,-0.599926,-4.908301,0.41017,-1.16766,0.520508,1.937421,-1.552593,12.31,1
54709,0.488142,-1.499041,0.735934,0.136155,-0.673018,2.03693,-0.818142,0.788538,1.046535,-0.564434,1.699079,1.129308,-1.117412,0.014119,0.224809,-1.110545,1.16123,-1.916085,-0.870318,0.253125,0.080787,-0.018331,-0.018421,-0.958089,-0.33538,1.030074,-0.020635,0.031664,263.66,0
151172,-0.341697,1.057329,-1.89017,-1.65728,3.045589,3.170642,0.330694,0.940533,0.221828,-0.184532,0.183019,-0.137284,-0.428859,-0.892966,0.18662,0.174192,0.334347,-0.408995,-0.458579,0.294666,-0.397627,-0.95108,0.12545,0.586063,-0.322462,0.17365,0.462264,0.19003,3.59,0
140023,1.426455,-2.17777,-1.319793,-0.984917,-0.265312,1.842675,-0.853287,0.498786,-0.055613,0.538172,0.773977,0.223238,-0.225031,-0.147754,-0.227321,0.527896,0.713455,-2.336928,0.307146,0.542956,0.058487,-0.460672,0.171361,-0.97551,-0.744306,-0.524035,-0.013747,-0.009026,330.38,0
65396,1.49813,-1.118408,0.175704,-1.470026,-1.242019,-0.304227,-1.073566,-0.01172,-1.626771,1.431291,-0.914303,-1.620776,-0.68233,-0.058858,0.992732,-0.489579,0.677984,-0.174266,-0.408989,-0.411573,-0.229947,-0.305654,0.011824,-0.483112,0.336333,-0.14204,0.036467,0.010921,20,0
15745,0.768711,-0.445069,1.303178,1.764886,-1.002066,0.136316,-0.484438,0.053443,1.937243,-0.579104,0.770255,-1.913843,1.805527,1.236463,0.081768,-0.115424,0.706234,-0.059555,-1.225932,0.141162,0.128546,0.438092,-0.160719,0.380146,0.307016,-0.290755,0.025975,0.059934,179,0
133457,1.968207,0.047602,-1.574042,1.315456,0.292124,-0.91012,0.439587,-0.18661,0.182929,0.47229,0.523412,0.172588,-1.994514,1.061648,-1.045472,-0.490298,-0.253256,0.008699,0.043387,-0.387109,0.091682,0.365714,0.010999,-0.020944,0.359474,-0.507265,-0.030057,-0.073912,13.99,0
74999,1.266662,0.348043,0.274193,0.995065,-0.106423,-0.605768,0.125457,-0.178202,0.032818,-0.01358,-0.748359,0.256807,0.500278,0.227157,1.01638,0.30095,-0.67755,-0.050252,-0.187767,-0.098311,-0.081897,-0.188772,-0.08666,-0.123207,0.62065,-0.408813,0.024135,0.021443,4.99,0
130633,1.910476,0.062076,-1.816921,0.361009,0.815487,0.043579,0.052319,0.0358,0.53086,-0.627529,0.370081,0.501391,0.286479,-0.707313,1.68188,-0.74221,1.256521,-0.975438,-1.574505,-0.273195,0.28857,1.125485,0.05808,-1.087516,0.034996,-0.005137,0.052072,-0.041019,9.48,0
131472,-0.327189,1.089644,-0.084997,-0.545473,0.11001,-1.06717,0.704757,0.22615,-0.260096,-0.662876,-0.977896,0.458326,0.340589,0.381573,-0.423721,-0.039702,-0.200249,-0.826776,-0.165875,-0.105645,-0.200735,-0.537707,0.162156,-0.015355,-0.465088,0.144508,0.121836,0.035533,17.99,0
130539,1.700446,-1.898452,-0.359423,-1.234285,-1.945972,-0.83436,-0.981112,-0.1215,0.654061,0.344968,-0.882395,-0.189801,0.00801,-0.098947,1.577872,-0.85567,-0.400627,1.610943,-0.866939,-0.132408,-0.160776,-0.427026,0.214742,0.035215,-0.841661,0.489277,-0.043226,0.002095,235,0
38523,1.356107,-0.561481,0.658725,-0.723443,-1.28199,-0.878899,-0.742488,0.016197,-0.841757,0.82092,1.468837,-0.510701,-1.305819,0.326877,0.248368,1.436118,0.119544,-0.985386,0.831286,-0.023536,-0.048359,-0.355618,0.167769,0.471328,0.1275,-0.506109,-0.001507,0.010877,4.78,0
78007,-2.768853,-3.520503,-0.509607,-1.94145,4.110432,1.855543,-0.81292,0.827134,-1.048479,-0.523567,-0.279187,-0.795883,0.198563,-1.576411,0.265539,0.149483,-0.373117,2.5937,-2.60537,0.971757,0.145182,-0.495217,0.996258,0.831867,0.151155,0.268713,-0.272149,0.010948,317.9,0
108760,2.021605,-0.257549,-0.465718,0.390987,-0.352849,-0.328619,-0.608913,-0.069395,2.785067,-0.582831,-0.494088,-2.669322,0.989214,1.644689,0.521136,0.378758,-0.073091,0.531393,-0.15568,-0.307682,-0.312932,-0.567494,0.286989,-0.857542,-0.344694,-0.9144,0.027413,-0.04104,11.27,0
127794,-0.294244,0.852039,-0.218894,-1.53396,1.942543,-1.133898,1.958029,-0.635529,-0.570058,-0.771875,-1.142916,0.241908,0.649683,0.004586,-1.498095,-0.281416,-0.877334,-0.797615,-1.075828,-0.119396,0.143682,0.631928,-0.437389,0.673686,0.296774,0.402328,-0.144806,-0.082852,0.76,0
73408,-2.869795,1.335667,-1.00953,1.693885,-0.74148,-0.796773,-2.614242,1.066636,-1.135497,-3.943337,2.57283,-2.288664,0.562084,-5.338714,-1.853252,-2.619233,-5.231425,-1.234854,0.397308,0.011557,0.528421,0.228027,-0.749298,-0.067179,0.215792,-0.453651,0.349191,0.198862,16.48,1
46838,-1.546249,-0.152786,0.856952,2.669199,0.981337,1.493995,0.759197,-0.224199,-1.025861,1.55674,0.510241,0.360802,1.418189,-0.287104,1.045306,0.468703,-0.876217,0.33778,1.292074,-0.462394,-0.293879,0.015613,0.453352,-1.326359,-1.013915,-0.118386,-0.27995,0.258176,164.8,0
131447,2.205876,-1.818611,-0.223511,-1.529642,-1.854141,-0.068007,-1.817819,0.06849,-0.391052,1.479508,-1.91366,-1.329313,-0.041229,-0.811523,0.220219,0.154966,0.098275,0.616401,-0.056267,-0.370383,-0.178827,-0.069824,0.229815,-0.764996,-0.488594,-0.202555,0.053363,-0.031983,54,0
57321,-2.016707,0.774463,0.065837,-0.58411,0.730265,0.025861,-0.177692,1.001837,-0.80394,-1.011366,0.251487,0.581634,0.199698,0.309393,0.061097,1.151367,-0.353129,0.312352,-0.331153,-0.535895,-0.140655,-0.592931,0.358844,-1.218881,-0.17258,-0.007894,-0.324829,-0.098262,1.98,0
114486,-0.682823,0.283229,1.350003,-1.524331,0.021729,0.420422,0.410964,0.105099,-1.646877,0.208972,0.29822,0.041326,0.040188,0.085487,-0.410732,-1.184499,-0.354999,1.325803,0.384088,-0.365987,-0.81889,-2.055823,-0.000593,0.271072,-0.035485,0.208132,-0.118702,0.049558,53.9,0
57156,-1.459789,-1.021392,-1.531685,-1.016941,-3.980799,3.338025,3.920902,-0.105324,-1.897759,-0.37242,-0.571355,-0.788267,-0.175206,0.465906,0.200884,-1.292546,0.183264,1.68587,1.261733,-0.219708,-0.398245,-0.573975,0.470015,-1.627812,-0.111081,1.687814,0.21644,-0.279552,1035.82,0
120059,1.743234,-0.588761,-1.314728,0.407778,-0.311769,-1.271838,0.436491,-0.401541,0.440382,0.020837,-0.641289,0.307782,-0.015932,0.440336,0.394028,0.055873,-0.36228,-0.791774,0.037352,0.126213,-0.179054,-0.828892,0.211139,0.0507,-0.423117,0.271157,-0.117052,-0.031579,173.1,0
59765,1.393547,-0.442765,0.462508,-0.591137,-1.142248,-1.069065,-0.45458,-0.20303,-0.812354,0.675612,-0.500664,-0.305115,-0.058304,0.181513,1.010209,-1.128822,-0.050486,0.737924,-0.671123,-0.502314,-0.651114,-1.457887,0.253258,0.361312,-0.055239,0.739381,-0.057224,0.013021,5.54,0
167693,2.029016,-0.097893,-1.746086,0.245418,0.483959,-0.590705,0.337915,-0.193955,0.125517,0.262968,0.84481,0.946818,-0.338296,0.631667,-1.041263,-0.403943,-0.271544,-0.394786,0.416375,-0.195895,0.021809,0.183611,0.104888,0.761505,0.140965,0.510133,-0.104838,-0.078998,13.53,0
80470,1.215479,0.367865,0.295819,0.634947,-0.111376,-0.583932,0.062973,-0.111208,-0.094312,-0.350271,0.293758,0.752818,1.01963,-0.42131,1.256499,0.147825,0.226532,-0.848087,-0.561946,-0.062201,-0.251176,-0.648438,0.14988,0.056152,0.171144,0.121488,-0.001101,0.029002,0.89,0
48041,-1.89606,-0.056718,1.962379,0.657907,0.732622,-0.941494,0.341433,0.083844,0.111638,-0.514574,-0.571537,-0.624053,-2.25558,0.250103,-0.391428,-0.635954,0.333999,-0.837156,-0.936374,-0.573071,-0.094352,-0.06091,0.016773,0.573664,0.602088,-0.422245,-0.14314,0.130025,5,0
169552,2.304028,-1.372928,-1.13212,-1.727846,-0.813723,-0.087158,-1.109952,-0.189317,-1.263017,1.504998,-1.471834,-0.330667,1.950712,-0.822475,-0.174715,-0.318589,0.098901,0.066111,0.090045,-0.253106,-0.184,-0.016721,0.161485,0.049172,-0.096593,-0.174696,0.019897,-0.040057,38.31,0
78321,1.336276,0.279492,-0.390844,0.168329,0.554293,0.24747,-0.034724,0.038174,-0.151187,-0.119298,0.134414,0.502501,0.724706,-0.250603,0.489016,1.165819,-0.900471,0.725586,0.740863,0.00332,-0.346626,-1.01252,-0.0997,-1.431646,0.426355,0.183256,-0.027227,0.003632,1.29,0
61188,0.615247,-1.266196,0.857793,0.395513,-1.031424,0.984528,-0.625263,0.454852,0.921652,-0.403977,1.249793,1.13757,-0.651995,-0.139795,-0.4514,-0.419447,0.475015,-0.932243,-0.110925,0.313902,0.012744,-0.2395,-0.074541,-0.219517,-0.143709,0.929087,-0.05054,0.038406,246.12,0
155683,-1.597851,0.190938,1.589101,0.928603,0.182204,-0.379321,-0.536576,0.777082,-1.320364,0.423551,0.354279,-0.0952,-0.455891,0.315635,-0.920689,1.822974,-0.885688,0.345336,-1.070894,0.227754,0.295308,0.357794,-0.079477,0.159288,-0.574104,2.23308,0.068801,-0.039393,17.37,0
18863,-0.532073,1.303971,1.459952,0.612724,0.155853,-0.885132,0.511548,-0.201418,0.833439,-0.595605,0.78529,-2.583184,1.894848,1.029123,0.494807,0.050889,0.970753,0.214789,0.394134,0.133343,-0.358652,-0.709714,0.008595,0.289776,-0.54696,0.083396,0.209157,0.205515,0.99,0
76964,1.188444,0.266017,0.461279,1.252931,-0.415358,-0.863541,0.112838,-0.164643,0.046639,0.054574,-0.445456,-0.004039,-0.336269,0.407913,1.026996,0.236233,-0.467941,-0.123329,-0.430725,-0.122927,-0.046725,-0.178647,-0.030266,0.368738,0.51494,-0.424123,0.014507,0.028618,25,0
64996,-2.1328,2.235359,0.488244,-0.098644,-0.777903,0.736688,-2.146807,-4.509102,-1.080886,-1.07542,1.312001,1.173137,-1.007246,1.536744,0.255427,0.505827,0.171355,-0.200346,-0.490985,1.29846,-2.645238,0.40043,0.555908,0.145407,-0.400585,0.047537,0.197218,0.171109,14.99,0
165538,-0.007288,1.350512,-2.240887,1.627371,0.869065,-1.412864,0.434336,0.404813,-0.533717,-1.152053,1.6036,-0.644361,-1.596653,-2.424889,0.468197,1.08975,2.511005,2.448421,-0.255808,0.061753,0.270249,0.68547,0.096288,-0.330421,-0.686242,-0.444863,0.267453,0.054344,43.82,0
169630,0.019507,0.686167,0.144187,-0.759333,0.470524,-0.652004,0.802292,0.050034,-0.041048,-0.196664,0.213533,-0.129928,-1.616557,0.608022,-0.904894,0.271836,-0.684374,0.048165,0.336302,-0.115044,-0.24698,-0.648767,0.041979,-0.386925,-0.529922,0.145933,0.231744,0.080712,5.38,0
59011,-2.326922,-3.348439,-3.513408,3.17506,-2.815137,-0.203363,-0.892144,0.333226,-0.802005,-4.350685,3.064246,-2.718731,0.068788,-5.586873,-0.966076,-2.502049,-4.460495,-0.870526,0.595629,3.209171,1.226648,-0.695902,-1.47849,-0.061553,0.236155,0.531911,0.302324,0.536375,1389.56,1
127818,-0.844496,0.027362,1.103746,-0.296387,0.800285,0.963408,-0.066217,0.309584,0.630863,-0.656794,-0.320308,0.96827,1.176705,-0.471686,1.004936,-1.129039,0.35204,-1.164878,-0.964454,-0.36705,0.384708,1.6732,0.314411,-0.971035,-0.903438,-0.174273,0.163984,0.171059,1,0
39420,1.421321,-1.05031,0.434759,-1.483516,-1.29606,-0.228909,-1.067118,0.020841,-2.141028,1.556645,1.476884,0.006389,0.602546,-0.122346,0.096161,-0.506297,0.524522,-0.019594,-0.316455,-0.323263,-0.128852,0.017546,0.043282,0.000811,0.289234,-0.195176,0.042821,0.008907,20,0
41237,-10.281784,6.302385,-13.271718,8.925115,-9.975578,-2.832513,-12.703253,6.706846,-7.078424,-12.805683,6.786058,-13.06424,1.179525,-13.694873,0.951479,-10.954286,-20.583593,-7.517262,2.872354,-0.247648,2.479414,0.366933,0.042805,0.478279,0.157771,0.329901,0.163504,-0.485552,118.3,1
58905,1.274571,0.337189,-0.019708,0.366574,0.178559,-0.2339,0.019116,-0.046152,-0.287389,-0.135818,0.992662,1.057674,1.082308,-0.299911,0.370231,0.890491,-0.615928,0.381906,0.412099,0.009356,-0.283647,-0.81238,0.000218,-0.553765,0.32819,0.127987,-0.022902,0.013592,1.98,0
77532,-0.698138,1.149412,1.652442,1.567325,0.353808,0.488424,0.581064,-0.006788,-0.574625,-0.025305,-0.712184,0.291485,0.616906,-0.146148,0.67589,-1.418391,0.746763,-0.576028,1.63301,0.107144,-0.032297,0.138405,-0.309648,-0.23127,0.422733,-0.030732,-0.129881,0.074602,8.99,0
